FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,terrain,etablissment_tutelle_autre,sport,terrain_sport,geometry
_mview_general_terrains_sport.fid--830921d_193db4998a0_-947,Maritime,Zio,Zio 1,Kpomé,Agome,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.341556646084876 6.3326556375067415, 1.3419599314528172 6.333229039077974, 1.3411001494531094 6.333791306019647, 1.3407136676421656 6.3332095545690175, 1.341556646084876 6.3326556375067415)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-946,Maritime,Zio,Zio 1,Kpomé,Dzogblakope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2993089482897597 6.294554026016238, 1.29990955691423 6.294151469877434, 1.2993392542295268 6.293277894598462, 1.2986752786400897 6.293694143817423, 1.2993089482897597 6.294554026016238)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-945,Maritime,Zio,Zio 1,Kpomé,Dzogblakope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3001297110283112 6.294191743689092, 1.3003620329607348 6.294013604205573, 1.3004947883506919 6.29420328976462, 1.3002856986115103 6.2943319460174205, 1.3001297110283112 6.294191743689092)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-944,Maritime,Zio,Zio 1,Kpomé,Tetekondji ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3071043984841328 6.311034341438807, 1.3072750433227096 6.311407484838638, 1.3078552357738695 6.3110739172666825, 1.3076902790965785 6.3107318689402, 1.3071043984841328 6.311034341438807)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-943,Maritime,Zio,Zio 1,Kpomé,Kpome Apeyeyeme,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3649000608513613 6.285291064773394, 1.3658031631590553 6.28562067928366, 1.3660218832492004 6.285038593943427, 1.365044698330328 6.284687939809652, 1.3649000608513613 6.285291064773394)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-942,Maritime,Zio,Zio 1,Kpomé,Kpome Apeyeyeme,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3661808193636185 6.284623649789384, 1.3667890213044658 6.284985800653188, 1.3672999689970153 6.284154728973673, 1.3666743483848312 6.283791134696449, 1.3661808193636185 6.284623649789384)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-941,Maritime,Zio,Zio 1,Dalavé,Hagblevou,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.299135 6.328588333333332, 1.2992116666666664 6.329035000000001, 1.2984266666666668 6.329276666666668, 1.29832 6.328806666666666, 1.2991389929434505 6.328583050901192, 1.299135 6.328588333333332)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-940,Maritime,Zio,Zio 1,Dalavé,Agodeke_tchadome,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3048120795334623 6.35883669323357, 1.3048024400249771 6.35836151490651, 1.3041835835802098 6.358418996179099, 1.3041855114819068 6.358748555351241, 1.3048120795334623 6.35883669323357)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-93f,Maritime,Zio,Zio 1,Dalavé,Salitou,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2619466666666668 6.3260733333333325, 1.2619783333333334 6.326276666666667, 1.2617016666666667 6.32629, 1.2617216666666666 6.326103333333333, 1.2619466666666668 6.3260733333333325)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-93e,Maritime,Zio,Zio 1,Dalavé,Todokpui,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2852566666666665 6.297508333333334, 1.285194222764814 6.297303149642572, 1.2848921016128456 6.2974112845094625, 1.2849633536707128 6.297606888414004, 1.2852566666666665 6.297508333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-93d,Maritime,Zio,Zio 1,Dalavé,Dalave,Dans une école,Nsp,4,{Football},"MULTIPOLYGON (((1.2316466666666666 6.391736666666666, 1.2309366666666666 6.39197, 1.2307116666666666 6.3913883333333334, 1.2314533333333335 6.3911533333333335, 1.2316516666666668 6.391729999999999, 1.2316466666666666 6.391736666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-93c,Maritime,Zio,Zio 1,Dalavé,Dalave,Dans une école,Nsp,3,{Football},"MULTIPOLYGON (((1.2397899022603045 6.3879286952430725, 1.2396776415820958 6.387400139105927, 1.2390077581908174 6.387747632821571, 1.2392304392082478 6.388106099775741, 1.2397899022603045 6.3879286952430725)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-93b,Maritime,Zio,Zio 1,Dalavé,Jurakope,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2367465177954462 6.362571624723592, 1.2369949784631684 6.36216007409177, 1.2374746455855765 6.362458448332699, 1.2372606933439263 6.362856280384426, 1.2367465177954462 6.362571624723592)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-93a,Maritime,Zio,Zio 1,Dalavé,Ledikope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2569183333333331 6.371903333333334, 1.2566249999999999 6.372801666666667, 1.255955 6.3725266666666665, 1.2563233333333335 6.371606666666666, 1.2569183333333331 6.371903333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-939,Maritime,Zio,Zio 1,Dalavé,Dalave,Dans une école,Nsp,4,{Football},"MULTIPOLYGON (((1.2462900000000001 6.383961666666666, 1.2460533333333332 6.383331666666667, 1.2469433333333333 6.3829183333333335, 1.2472400000000001 6.383518333333334, 1.2463166666666665 6.383946666666666, 1.2462900000000001 6.383961666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-938,Maritime,Zio,Zio 1,Gbatopé,Davedi,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.271824711827351 6.434435421721026, 1.271528486947493 6.433710713074614, 1.2720429827914568 6.433492095299001, 1.2723998384946777 6.434234018234176, 1.271824711827351 6.434435421721026)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-937,Maritime,Zio,Zio 1,Gbatopé,Davedi,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.2746039989988327 6.43480877946603, 1.2747552883869209 6.435172496111445, 1.2752758540233535 6.4349930625989185, 1.2751392055437898 6.434624496266289, 1.2746039989988327 6.43480877946603)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-936,Maritime,Zio,Zio 1,Gbatopé,Fongbe Apedome,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.33924843425125 6.476047331051413, 1.3393707976074067 6.476778502925087, 1.338944635573894 6.476829651376609, 1.3387708004878975 6.4760234150064315, 1.33924843425125 6.476047331051413)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-935,Maritime,Zio,Zio 1,Gbatopé,Fongbe,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.3390869293201428 6.4677330082672215, 1.3385266537373939 6.467667358536435, 1.33869979417884 6.466687036077786, 1.3392914557932845 6.466787359817189, 1.3390869293201428 6.4677330082672215)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-934,Maritime,Zio,Zio 1,Gbatopé,Fongbe Dzogbedji,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.3415902962630746 6.4537539746524955, 1.341399369124096 6.453355756182719, 1.3406860047669482 6.453620858750244, 1.3407939864215812 6.45402410813138, 1.3415902962630746 6.4537539746524955)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-933,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2726602758157077 6.454005896803081, 1.2732056895392703 6.454151063866543, 1.2734329452574211 6.453141345430062, 1.2728842850235993 6.4530090818436, 1.2726602758157077 6.454005896803081)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-932,Maritime,Zio,Zio 1,Gbatopé,Adangbe,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2918867992739227 6.525458327783144, 1.2920757035228985 6.52486713409605, 1.292892714399719 6.525099388842048, 1.2927061714538555 6.525671814220895, 1.2918867992739227 6.525458327783144)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-931,Maritime,Zio,Zio 1,Gbatopé,Gati,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.324898135561541 6.495014286416821, 1.3255121581112812 6.495494089923126, 1.3258607438296233 6.495074659068601, 1.3252339291434305 6.494601210184035, 1.324898135561541 6.495014286416821)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-930,Maritime,Zio,Zio 1,Gbatopé,Gati Soun,Dans une école,Nsp,1,{Basketball},"MULTIPOLYGON (((1.3244133333333332 6.495435, 1.3245516666666668 6.495536666666667, 1.3243883333333333 6.4957400000000005, 1.324265 6.49565, 1.3244133333333332 6.495435)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-92f,Maritime,Zio,Zio 1,Gbatopé,Gati Soun,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3263734092220631 6.492253578227688, 1.3268320987185875 6.492575495356075, 1.3273308325362378 6.491873788092463, 1.3268211775400989 6.491577189882882, 1.3263734092220631 6.492253578227688)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-92e,Maritime,Zio,Zio 1,Gbatopé,Fongbe Boeti,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3356037829098626 6.458549696991639, 1.335984025934706 6.458450825629991, 1.336026670012258 6.458846310960703, 1.3356677490261912 6.458913402191503, 1.3356037829098626 6.458549696991639)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-92d,Maritime,Zio,Zio 1,Gbatopé,Ezor,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3650679091617386 6.407334662184589, 1.365525815713968 6.407160464741711, 1.365636714957086 6.407974570647888, 1.3652360467238855 6.408095442156388, 1.3650679091617386 6.407334662184589)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-92c,Maritime,Zio,Zio 1,Gbatopé,Yobome,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3309799404936329 6.4171954052900775, 1.3318326738525883 6.417111681073057, 1.331753527942026 6.416581427379064, 1.3309135600525168 6.416687985581975, 1.3309799404936329 6.4171954052900775)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-92b,Maritime,Zio,Zio 1,Gbatopé,Have,Dans une école,Village,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.249765486729654 6.475483954955491, 1.2502076293733815 6.475027137767039, 1.2495033313568238 6.474467293159601, 1.2490983599973031 6.47495326941689, 1.249765486729654 6.475483954955491)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-92a,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2549794501292493 6.456657249956759, 1.2555312037376118 6.456801646038025, 1.2557809687455124 6.455903682239404, 1.25522921513715 6.455759285902045, 1.2549794501292493 6.456657249956759)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-929,Maritime,Zio,Zio 1,Gbatopé,Have,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2498722826198738 6.500478450828166, 1.2501656146869777 6.500595400567198, 1.2499582270471783 6.5009091227486655, 1.2496854469083432 6.500777322329406, 1.2498722826198738 6.500478450828166)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-928,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Dans une école,Nsp,1,{Handball},"MULTIPOLYGON (((1.2558131688467038 6.455420751398841, 1.2559350521923731 6.455082020186502, 1.2554189524005541 6.45499875661358, 1.2553275398913022 6.455343164940041, 1.2558131688467038 6.455420751398841)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-927,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2639321571381985 6.448922038760526, 1.2644497626251985 6.449044993121285, 1.2642423718745148 6.4497723281664205, 1.263762009480165 6.4496154455414505, 1.2639321571381985 6.448922038760526)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-926,Maritime,Zio,Zio 1,Gbatopé,Have Kodjo,Dans une école,Nsp,0,{Football},"MULTIPOLYGON (((1.2497958280725514 6.48513365421695, 1.2502726164863682 6.48485968544606, 1.2507522771195454 6.485584560828142, 1.250281233144449 6.485904190586682, 1.2497958280725514 6.48513365421695)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-925,Maritime,Zio,Zio 2,Mission-Tové,Apessito,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1390099999999999 6.288716666666667, 1.1387099999999999 6.288470000000001, 1.13833 6.288881666666667, 1.1386310357607574 6.289122194997212, 1.1390099999999999 6.288716666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-924,Maritime,Zio,Zio 2,Mission-Tové,Apetepe,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1178166666666667 6.320656666666667, 1.1173883333333334 6.320130000000001, 1.11657 6.320729999999999, 1.1170316666666666 6.321236666666666, 1.1178166666666667 6.320656666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-923,Maritime,Zio,Zio 2,Mission-Tové,Kpala,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1067033333333332 6.280953333333334, 1.1065233333333333 6.280573333333333, 1.1057066666666666 6.28091, 1.105896561635005 6.2813118691384435, 1.1067033333333332 6.280953333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-922,Maritime,Zio,Zio 2,Mission-Tové,Avegnake,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1251224911637268 6.292015508287625, 1.1251224911637268 6.292015508287625, 1.125209188591953 6.292466945729944, 1.1250983333333333 6.292553333333332, 1.12463 6.29215, 1.1251224911637268 6.292015508287625)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-921,Maritime,Yoto,Yoto 3,Tokpli,Atakpamede,Dans une école,Nsp,6,"{Football,autre,Atheltisme}","MULTIPOLYGON (((1.561095 6.639933333333333, 1.56146 6.639566666666667, 1.5620383333333332 6.640081666666667, 1.5616466666666668 6.640484999999999, 1.561095 6.639933333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-920,Maritime,Yoto,Yoto 3,Tokpli,Zogbe,Dans une école,Nsp,6,"{Football,autre}","MULTIPOLYGON (((1.5909516666666668 6.66185, 1.58997 6.661878333333334, 1.590033333333333 6.662568333333333, 1.5910383333333333 6.662553333333333, 1.5909516666666668 6.66185)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-91f,Maritime,Yoto,Yoto 3,Tokpli,Zogbe,Dans une école,Nsp,2,"{Football,autre}","MULTIPOLYGON (((1.5941394344812663 6.662623533270747, 1.594103258609498 6.66175841110805, 1.593649668832713 6.661744591252818, 1.5936134929609447 6.662608331456779, 1.5941394344812663 6.662623533270747)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-91e,Maritime,Yoto,Yoto 3,Tokpli,Seva Topeglo,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.5671085326893108 6.6580116347393705, 1.5672945876597182 6.658431528671376, 1.5664490973511582 6.658872475394338, 1.5662783507011009 6.658294683056113, 1.5671085326893108 6.6580116347393705)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-91d,Maritime,Yoto,Yoto 3,Tokpli,Atakpamede,Dans une école,Nsp,6,{Football},"MULTIPOLYGON (((1.5613722397132297 6.639580508500097, 1.5610649324640677 6.639978088771996, 1.561625959577306 6.640475606801919, 1.561973730770308 6.640105184037077, 1.5613722397132297 6.639580508500097)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-91c,Maritime,Yoto,Yoto 3,Tokpli,Akladjenou,Dans une école,Nsp,3,"{Football,Atheltisme}","MULTIPOLYGON (((1.61715 6.6044583333333335, 1.6167099999999999 6.604101666666666, 1.6161507890524267 6.604729838162461, 1.61662056572551 6.6051017736938755, 1.61715 6.6044583333333335)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-91b,Maritime,Yoto,Yoto 3,Tokpli,Ameboudanou-kondji,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5518349286694555 6.6311386703338915, 1.5515385961301258 6.63062187214198, 1.552527125288043 6.630064628267037, 1.5527759541378618 6.630556710592355, 1.5518349286694555 6.6311386703338915)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-91a,Maritime,Yoto,Yoto 3,Tokpli,Tokpli,Dans une école,Nsp,6,{Football},"MULTIPOLYGON (((1.589955 6.66188, 1.590935 6.661856666666667, 1.5910133333333334 6.662506666666667, 1.5899522029360713 6.66251359422581, 1.589955 6.66188)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-919,Maritime,Yoto,Yoto 3,Tokpli,Afikou-kondji,Dans une école,Nsp,3,{Football},"MULTIPOLYGON (((1.5568040015876918 6.64544613866878, 1.5572425487143662 6.6452305836586, 1.5575364205002824 6.646081576326067, 1.5571227394478004 6.646288149521894, 1.5568040015876918 6.64544613866878)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-918,Maritime,Zio,Zio 1,Tsévié,Tsevie Deme,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.214772865276564 6.4069977036132695, 1.215203395276862 6.407837636248228, 1.2144110087732456 6.408359968658238, 1.2139778374846022 6.407525286461095, 1.214772865276564 6.4069977036132695)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-917,Maritime,Yoto,Yoto 3,Tokpli,Sika Kondji,Dans une école,Nsp,4,{Football},"MULTIPOLYGON (((1.5900914032131481 6.635072918971996, 1.5891457819352697 6.634696724513278, 1.5889310873084046 6.635159180081273, 1.589879120885461 6.6355425626063855, 1.5900914032131481 6.635072918971996)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-916,Maritime,Yoto,Yoto 3,Tokpli,Sika Kondji,Dans une école,Nsp,2,"{Football,Atheltisme,autre}","MULTIPOLYGON (((1.5900833333333333 6.635079999999999, 1.589878333333333 6.635558333333334, 1.5890655833153233 6.6351921586978655, 1.5892926875506017 6.634713111235341, 1.5900833333333333 6.635079999999999)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-915,Maritime,Zio,Zio 1,Tsévié,Gblainvie,Dans une école,Nsp,0,{Football},"MULTIPOLYGON (((1.1932049999999998 6.443008333333334, 1.1927883333333333 6.443224999999999, 1.193055 6.4437533333333326, 1.1934771631211476 6.443535091020917, 1.1932049999999998 6.443008333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-914,Maritime,Zio,Zio 1,Tsévié,Boloumodji,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1904026038626743 6.419871282961976, 1.1909633228272636 6.419704997280083, 1.1906139743624153 6.418783131813078, 1.190053255397826 6.419022350227506, 1.1904026038626743 6.419871282961976)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-913,Maritime,Zio,Zio 1,Tsévié,Centrale,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.2124346044597447 6.43638496082135, 1.2122461672539488 6.43591110479046, 1.21255381983484 6.435774807409385, 1.2127294381830986 6.43624738976115, 1.2124346044597447 6.43638496082135)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-912,Maritime,Zio,Zio 1,Tsévié,Tsevié Ville 3,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2150919479459326 6.4428821127226374, 1.2147029056998262 6.442535478513555, 1.2154928151843212 6.441944437265177, 1.2158144549744148 6.442425025529386, 1.2150919479459326 6.4428821127226374)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-911,Maritime,Zio,Zio 1,Tsévié,Boloumodji,Dans une école,Nsp,0,{Football},"MULTIPOLYGON (((1.1991636745539322 6.428714722455823, 1.1997360801102237 6.42865827603292, 1.1996574289650843 6.427722567109661, 1.1990566216063814 6.427792039757099, 1.1991636745539322 6.428714722455823)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-910,Maritime,Zio,Zio 1,Tsévié,Kpatefi,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.218102032296243 6.438132939973333, 1.2188131729402099 6.43748440692346, 1.2188131729402099 6.43748440692346, 1.2192811096410021 6.438068698528939, 1.218511476909436 6.438662166801195, 1.218102032296243 6.438132939973333)))"
