FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,batiment_nom,batiment_fonction,batiment_annee,geometry
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b1a,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Salle de classe,1995,"MULTIPOLYGON (((1.2565199999999996 6.146461666666668, 1.2565427444743886 6.146354402463645, 1.25651480283018 6.146348228902324, 1.2565482505166135 6.146222425163515, 1.2564923672281965 6.146205447865498, 1.2564225131176745 6.146436956428102, 1.2565199999999996 6.146461666666668)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b1b,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 4,Non fonctionnel,Nsp,"MULTIPOLYGON (((1.2565016085962286 6.1461792841840355, 1.256516884906393 6.146128655843152, 1.2566416414393986 6.146161564265274, 1.2566250921033877 6.146209661186251, 1.2565016085962286 6.1461792841840355)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b1c,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,2021,"MULTIPOLYGON (((1.2577299999999998 6.145335000000001, 1.257598333333334 6.145311666666666, 1.2576082598263683 6.145237080028614, 1.2577437942837166 6.1452580217831345, 1.2577299999999998 6.145335000000001)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b1d,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,1996,"MULTIPOLYGON (((1.231953329049194 6.137579743666568, 1.232109789337924 6.137519911561873, 1.2320195237867333 6.137241692186793, 1.2318510280911779 6.1373104991425365, 1.231953329049194 6.137579743666568)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b1e,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,"Salle de classe, bureau",Nsp,"MULTIPOLYGON (((1.2566446081343434 6.146520895463254, 1.2564207607124223 6.146452244926012, 1.25639737366834 6.146514251863263, 1.2566267894340903 6.146579580592907, 1.2566446081343434 6.146520895463254)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b1f,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 4,N/a,2021,"MULTIPOLYGON (((1.2575050000000008 6.145334999999998, 1.2575250000000002 6.145368333333332, 1.2575583333333327 6.145329999999997, 1.2575383333333328 6.145301666666667, 1.2575050000000008 6.145334999999998)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b20,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Bureau,Nsp,"MULTIPOLYGON (((1.2585454999346875 6.137382343834688, 1.2586128751142966 6.137404267510925, 1.2586300251600147 6.137362856121723, 1.2585650999869378 6.137339714461649, 1.2585454999346875 6.137382343834688)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b21,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,2000,"MULTIPOLYGON (((1.2549144428716705 6.144863489861486, 1.2550122475347572 6.1448876566907185, 1.255092274131017 6.144556358577971, 1.2550007679411654 6.144543722399012, 1.2549144428716705 6.144863489861486)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b22,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 5,Salle de classe,1980,"MULTIPOLYGON (((1.2551173048355675 6.144960940132465, 1.2553708488183721 6.145023961924402, 1.255396545843656 6.144913247960634, 1.25514471499587 6.144853632739832, 1.2551173048355675 6.144960940132465)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b23,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.2585817914606146 6.137339010392392, 1.2586615337494849 6.137369939000801, 1.2587044908958116 6.137211613962627, 1.2586215391649738 6.137195904188833, 1.2585817914606146 6.137339010392392)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b24,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,"Salle de classe, bureau",1997,"MULTIPOLYGON (((1.2587181225805064 6.138097949797183, 1.2587390591754573 6.138053342866402, 1.2589484251249594 6.13810687118289, 1.2589289840010764 6.13814850431422, 1.2589289840010764 6.13814850431422, 1.2587181225805064 6.138097949797183)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b25,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,"Salle de classe, bureau",2000,"MULTIPOLYGON (((1.2585516666666665 6.137182810411757, 1.2584848779622044 6.137155245688182, 1.2584155689292718 6.137324392833107, 1.2585415853527857 6.137378269319843, 1.2585604878163126 6.137309357533509, 1.2585025202614961 6.13728931046672, 1.2585516666666665 6.137182810411757)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b26,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,"Salle de classe, toilettes",Nsp,"MULTIPOLYGON (((1.2594782595803293 6.139774357160715, 1.2595435354721978 6.139797386712393, 1.2595814376029602 6.13963199263733, 1.2595372184504041 6.139617337463646, 1.2594782595803293 6.139774357160715)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b27,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,2011,"MULTIPOLYGON (((1.2662140642509645 6.150309763943449, 1.2662483394608814 6.1502061102280905, 1.2662169205184586 6.150193331001511, 1.26618264530854 6.150295564805554, 1.2662140642509645 6.150309763943449)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b28,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,2011,"MULTIPOLYGON (((1.2661796036953412 6.150300915949743, 1.266222977655664 6.15032117918007, 1.2662151389881358 6.150340403269665, 1.266171765027813 6.150322218320066, 1.2661796036953412 6.150300915949743)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b29,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,2011,"MULTIPOLYGON (((1.2662642615167925 6.150280970742982, 1.2663262238343953 6.150299814833473, 1.2663685040040544 6.150126594130354, 1.2663233079606262 6.150114272990326, 1.2662642615167925 6.150280970742982)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b2a,Plateaux,Akébou,Akébou 1,Kougnohou,Bâtiment 4,Salle de classe,2020,"MULTIPOLYGON (((0.7267608384765035 7.636112629937984, 0.7267727921381828 7.636049689258618, 0.7268168712656317 7.6360585750021475, 0.726804170500095 7.6361215156802125, 0.7267608384765035 7.636112629937984)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b2b,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Salle de classe,Nsp,"MULTIPOLYGON (((1.2553995111445584 6.13829347721918, 1.2554372216942602 6.138215810358429, 1.2557469869239581 6.138360431400395, 1.25570388915287 6.138427385573195, 1.2553995111445584 6.13829347721918)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b2c,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 5,Salle de classe,Nsp,"MULTIPOLYGON (((1.2559035891555324 6.137874327869567, 1.2559883548921282 6.13791178556406, 1.2560095463262768 6.137825164641552, 1.2559412628162416 6.137806435791591, 1.2559035891555324 6.137874327869567)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b2d,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,"Salle de classe, bureau",Nsp,"MULTIPOLYGON (((1.2553214330250053 6.138480742600963, 1.2556459188080011 6.138598691620672, 1.2556895324885105 6.138499822591216, 1.2553667912527349 6.138376669914833, 1.2553214330250053 6.138480742600963)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b2e,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Salle de classe,Nsp,"MULTIPOLYGON (((1.255149819475338 6.142182212134646, 1.2551702399914482 6.142064453034205, 1.2553472177977338 6.142100998964717, 1.2553240745461427 6.142211990293851, 1.255149819475338 6.142182212134646)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b2f,Maritime,Golfe,Golfe 1,Bè-Est,Gl_be_primaire_cs_rabbi_b1,Salle de classe,2021,"MULTIPOLYGON (((1.261091906674764 6.14376837579455, 1.2610899276975878 6.14382887982567, 1.2612939092241382 6.143837605603786, 1.2612957531644484 6.14377160502268, 1.261091906674764 6.14376837579455)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b30,Maritime,Golfe,Golfe 2,Bè-Centre,Bâtiment 2,Salle de classe,2012,"MULTIPOLYGON (((1.2591629573143428 6.195976679920966, 1.2590857823966974 6.1959934018407745, 1.2590135545891585 6.19572191648898, 1.2591016131490358 6.195711096417715, 1.2591629573143428 6.195976679920966)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b31,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,"Salle de classe, bureau",2010,"MULTIPOLYGON (((1.260273575286784 6.144311095590082, 1.2602840873620513 6.1444156124626295, 1.2601973627411007 6.144410386619493, 1.2601868506658342 6.144308482668007, 1.260273575286784 6.144311095590082)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b32,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 4,Salle de classe,2017,"MULTIPOLYGON (((1.2639200000000002 6.147038333333334, 1.26392 6.147049999999999, 1.2638983333333342 6.147071666666665, 1.2638742830658811 6.147064134902475, 1.2639200000000002 6.147038333333334)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b33,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Non fonctionnel,2017,"MULTIPOLYGON (((1.2637950000000002 6.147081666666666, 1.2637999999999998 6.147053333333334, 1.2638516666666668 6.147051666666665, 1.2638766689840213 6.147082256680643, 1.2637950000000002 6.147081666666666)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b34,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.2551223304462154 6.1424166296659735, 1.2550197041992035 6.142406911849688, 1.2550270346454189 6.142020628508676, 1.2551272174103587 6.142066788167943, 1.2551443217848601 6.142071647079214, 1.2551223304462154 6.1424166296659735)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b35,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 4,Bureau,Nsp,"MULTIPOLYGON (((1.2551045439084134 6.142063267045885, 1.2551783848994547 6.1420777797319825, 1.2551826779803281 6.142046193297036, 1.2551114128378127 6.142034241672514, 1.2551045439084134 6.142063267045885)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b36,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,1996,"MULTIPOLYGON (((1.262494274718212 6.144128447847732, 1.2626580397720801 6.144121188163039, 1.2627216682325002 6.1439127314602535, 1.2625485153729965 6.143904434674369, 1.262494274718212 6.144128447847732)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b37,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Salle de classe,Nsp,"MULTIPOLYGON (((1.2550759096816397 6.144653814074816, 1.2550935249662853 6.144548729573969, 1.255360957014995 6.144634707803481, 1.2553305306142442 6.144730239153313, 1.2550759096816397 6.144653814074816)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b38,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,2010,"MULTIPOLYGON (((1.260351666666667 6.144413333333333, 1.2604133333333332 6.144331666666667, 1.2604849999999999 6.144356666666665, 1.260422976437345 6.144443608469556, 1.260351666666667 6.144413333333333)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b39,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,"Salle de classe, bureau",Nsp,"MULTIPOLYGON (((1.2543783131199961 6.140881475212109, 1.2544177582805607 6.1408043448622935, 1.2546728369855495 6.140886704387966, 1.2546504847278956 6.140927230499098, 1.2544414253769 6.140865787684239, 1.254428276990045 6.140895855445588, 1.2543783131199961 6.140881475212109)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b3a,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.2552578171735003 6.14083143638122, 1.2552833355328556 6.140750246185994, 1.2555206562748562 6.140877105860587, 1.25548493057176 6.140948147265158, 1.2552578171735003 6.14083143638122)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b3b,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Bureau,Nsp,"MULTIPOLYGON (((1.255523988933264 6.1408342097483555, 1.2554765553847569 6.140812442960457, 1.2555002721590094 6.1407616537852325, 1.2555531788092664 6.140783420575207, 1.255523988933264 6.1408342097483555)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b3c,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,N/a,Nsp,"MULTIPOLYGON (((1.2544816953255757 6.14099228274161, 1.2544816953255755 6.1409565300196105, 1.2544816953255755 6.1409565300196105, 1.2543775252476697 6.140963164545523, 1.2543767838236282 6.140990071233104, 1.2544816953255757 6.14099228274161)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b3d,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,N/a,Nsp,"MULTIPOLYGON (((1.2554701716869994 6.139103510253935, 1.255440273260999 6.1392092327531325, 1.2551357433252133 6.13910279105319, 1.2551702229616475 6.13901193201772, 1.2554701716869994 6.139103510253935)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b3e,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 4,Salle de classe,Nsp,"MULTIPOLYGON (((1.2548727914584563 6.140721211587607, 1.2547510492892628 6.140695638988431, 1.2547767694658538 6.1406240357041915, 1.2549019409919258 6.140664951867793, 1.2548727914584563 6.140721211587607)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b3f,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,"Salle de classe, bureau",Nsp,"MULTIPOLYGON (((1.25552025755311 6.137319178947684, 1.2556255750373675 6.137354742143922, 1.255695124319425 6.137188780541166, 1.2555719227340674 6.137127532793757, 1.2555560257553113 6.137194707742155, 1.2556275621597133 6.137210513611135, 1.2556017295692354 6.13726385841548, 1.255538141654211 6.137246076814626, 1.25552025755311 6.137319178947684)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b40,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,2004,"MULTIPOLYGON (((1.2535331786629775 6.144455610944794, 1.2535847285348085 6.144475484838902, 1.2536773078964654 6.144182606324315, 1.253615237642628 6.144176330354383, 1.2535331786629775 6.144455610944794)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b41,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,2004,"MULTIPOLYGON (((1.2535022836086536 6.144429159529446, 1.2534451728346996 6.144414505932724, 1.2535151795898696 6.144154404523805, 1.2535704480807917 6.144172721528593, 1.2535022836086536 6.144429159529446)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b42,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,2000,"MULTIPOLYGON (((1.2549078331963976 6.144875330826833, 1.2550075627140904 6.144900404886965, 1.2548849068704913 6.145382510449734, 1.2547840310365028 6.145351737767285, 1.2549078331963976 6.144875330826833)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b43,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,2016,"MULTIPOLYGON (((1.2636611591068962 6.149208753837758, 1.263551814318321 6.1491581884154565, 1.2634856988647654 6.149446411258171, 1.263600129457459 6.149446411258169, 1.2636611591068962 6.149208753837758)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b44,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,1985,"MULTIPOLYGON (((1.257766885608294 6.148679279842143, 1.2577007137704712 6.148659256441831, 1.2576561197058498 6.148879513803801, 1.2577107833979653 6.1488938162267495, 1.257766885608294 6.148679279842143)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b45,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,"Salle de classe, bureau",2002,"MULTIPOLYGON (((1.2549674685783694 6.149412832577798, 1.2550343799438402 6.149424356827768, 1.2550565081119485 6.149310685805782, 1.2549901236076237 6.14929968538301, 1.2549901236076237 6.14929968538301, 1.2549674685783694 6.149412832577798)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b46,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Salle de classe,2002,"MULTIPOLYGON (((1.2551068891321397 6.149413979342601, 1.255166010691981 6.149425905997281, 1.255184004210194 6.149333048464499, 1.255129166821354 6.1493185660955385, 1.2551068891321397 6.149413979342601)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b47,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 4,Salle de classe,2002,"MULTIPOLYGON (((1.2550583570954126 6.149426917476093, 1.255089375749596 6.149431323214628, 1.2550952840646779 6.1494014620971775, 1.2550662348488566 6.149398035411459, 1.2550583570954126 6.149426917476093)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b48,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Bureau,2002,"MULTIPOLYGON (((1.2585141844974936 6.144606822813709, 1.2585558228380744 6.14461252575432, 1.258559434326798 6.144576829569482, 1.2585184333077573 6.144570281748336, 1.2585141844974936 6.144606822813709)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b49,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 2,Salle de classe,1986,"MULTIPOLYGON (((1.2589666666666666 6.243826666666665, 1.2589949999999996 6.243880000000001, 1.258785 6.244059999999998, 1.2587401626748684 6.244009959624381, 1.2589666666666666 6.243826666666665)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b4a,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,1996,"MULTIPOLYGON (((1.2586291368312776 6.243126870525528, 1.258578281096672 6.2430064327335115, 1.2582178036837317 6.243153634475549, 1.2582701551752375 6.243271098462242, 1.2586291368312776 6.243126870525528)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b4b,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,2016,"MULTIPOLYGON (((1.2560876802243706 6.241084937440173, 1.256185427873917 6.241055786941807, 1.256245298309266 6.241353364869737, 1.2561463288140995 6.241369154714253, 1.2560876802243706 6.241084937440173)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b4c,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 3,Salle de classe,2016,"MULTIPOLYGON (((1.257411496391252 6.24362614838619, 1.2574603943326794 6.2436886442545285, 1.2572977338336453 6.243796772009124, 1.2572508317265623 6.243731300160382, 1.257411496391252 6.24362614838619)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b4d,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 5 - GB,Salle de classe,2018,"MULTIPOLYGON (((1.2573642519802477 6.2439766963258085, 1.2572616474484297 6.243841319986486, 1.2573269412414048 6.243804230572347, 1.2574370079209916 6.24395629715363, 1.2573754452019006 6.243991532086895, 1.2573642519802477 6.2439766963258085)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b4e,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,2020,"MULTIPOLYGON (((1.2573834219391211 6.244011318116077, 1.257440631721381 6.243969680859225, 1.2575397272370816 6.244118965642844, 1.2574836710082766 6.244151277527626, 1.2573834219391211 6.244011318116077)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b4f,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 1,Salle de classe,2020,"MULTIPOLYGON (((1.257167801868237 6.252560110458286, 1.257141655991202 6.252346989564751, 1.25769759400784 6.252300812892176, 1.2577153666074754 6.252499097849296, 1.257167801868237 6.252560110458286)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_3b50,Maritime,Golfe,Golfe 1,Bè-Est,Bâtiment 4,Salle de classe,2021,"MULTIPOLYGON (((1.2574663006695024 6.243628635373018, 1.257412398660995 6.243555568615085, 1.2575871718400962 6.243443532899789, 1.257641073848604 6.243524718203119, 1.2574663006695024 6.243628635373018)))"
