FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-186d,Kara,Kéran,Kéran 1,Pessidè,Namoute,JEP Namoute,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.8885415487253492 10.039287860338453)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-186c,Kara,Kéran,Kéran 1,Pessidè,Houkio,JEP Houkio,S/C Inspection BP38,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Oui,MEPSTA,POINT (0.8572509506602355 10.022522505685004)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-186b,Kara,Kéran,Kéran 1,Pessidè,Keran,JEP Pesside Ancien Groupe B,PESSIDE ANCIEN GROUPE B,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.9163706053302326 10.049934544436312)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-186a,Maritime,Golfe,Golfe 6,Baguida,Nsp,JEL Eau Vive,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Lomé-Est,Non,MEPSTA,POINT (1.3147662299728315 6.1709510501206655)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1869,Kara,Kéran,Kéran 1,Pessidè,Pangouda,JEP Pangouda Gb,S/C IEPP keran BP38 KANDE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.8183471907113423 10.014704454275904)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1868,Kara,Kéran,Kéran 1,Akpontè,Kokou tamberma,JEP Kokou Tamberma Ga,BP 38 KANDE-TOGO(S/C ),"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.9250002720041391 10.222498730375182)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1867,Kara,Kéran,Kéran 1,Akpontè,Andesse,JEP Andesse,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.921984337927097 10.24764576736538)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1866,Kara,Kéran,Kéran 2,Hélota,Helota,JEP Helota,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.7732322261205846 9.92665870527755)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1865,Kara,Kéran,Kéran 2,Hélota,Kpaskpai,JEP Kpaskpai,Nsp,"{Lundi,Mardi,Mercredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.8005210665877276 9.941017967284107)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1864,Kara,Kéran,Kéran 2,Hélota,Wrousemon,JEP Wrousemon,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Oui,MEPSTA,POINT (0.7391883333333323 9.915693333333335)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1863,Kara,Kéran,Kéran 2,Hélota,Wolate,JEP Ossacre-nouveau Ga,S/C Inspection BP 38,"{Lundi,Mercredi,Mardi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Oui,MEPSTA,POINT (0.7240150865556991 10.02059312417466)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1862,Kara,Kéran,Kéran 2,Hélota,Nandoundja,JEP Nandoundja,NANDOUNDJA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.756716778305293 9.886807603026451)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1861,Kara,Kéran,Kéran 2,Hélota,Sintewota,JEP Sintewota,S/C IEPP keran BP38 KANDE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.7693710558479941 9.987662444766054)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1860,Kara,Kéran,Kéran 2,Hélota,Labarkouta,JEP Labarkouta,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kéran,Non,MEPSTA,POINT (0.6692302081773652 9.957762903813169)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-185f,Kara,Kéran,Kéran 2,Hélota,Takpamba,JEP Manta,S/C Inspection OIT SUD,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (0.6639614576990651 9.905144649255096)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-185e,Kara,Kéran,Kéran 3,Koutougou,Warengo koupigou,JEP Warengo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (1.1287888413250469 10.11292487195422)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-185d,Kara,Kéran,Kéran 3,Koutougou,Tapounte,JEP Tapounte,BP38(sous couvert),"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (1.2529857875181636 10.041305249445156)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-185c,Kara,Kéran,Kéran 3,Koutougou,Koutougou,JEP Koutougou,Non,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Kéran,Non,MEPSTA,POINT (1.1966081952946435 10.05435239068702)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-185b,Kara,Kéran,Kéran 3,Koutougou,Koutamagou,JEP Koutamagou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kéran,Non,MEPSTA,POINT (1.1957072226105527 10.08531510792759)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-185a,Kara,Kozah,Kozah 1,Landa,Dewa,JEP Dewa,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.274393633544623 9.672556818845544)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1859,Kara,Kozah,Kozah 1,Landa,Houloun,JEP Houloun,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.2372014397619597 9.685702940602832)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1858,Kara,Kozah,Kozah 1,Landa,Panalo,JEP Panalo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.270845126891908 9.658106561220706)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1857,Kara,Kozah,Kozah 1,Landa,Kassi,JEP Kassi,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.282181423734564 9.665613559632687)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1856,Kara,Kozah,Kozah 1,Landa,Somieda,JEP Somieda,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.263198333333333 9.678578333333338)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1855,Kara,Kozah,Kozah 1,Landa,Kadja,JEP Kadja,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.2520159735358076 9.665717512443546)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1854,Kara,Kozah,Kozah 1,Soumdina,Kare,JEP Soumdina-bas-kare,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.266559426988269 9.624468419578276)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1853,Kara,Kozah,Kozah 1,Landa,Landa,JE Evangelique Landa,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.269631119053228 9.667552077697902)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1852,Kara,Kozah,Kozah 1,Soumdina,Soumdina-tcheou,JEP Soumdina-tcheou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.2531087901953601 9.633475335101917)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1851,Kara,Kozah,Kozah 1,Soumdina,Pidah,JEP Soumdina-bas,Nsp,"{Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Non,MEPSTA,POINT (1.255960638291467 9.642941534832001)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1850,Kara,Kozah,Kozah 1,Soumdina,Sodoa,JEP Sodoa,S/C Inspection IEPP KOZAH NORD,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Nord,Oui,MEPSTA,POINT (1.2441413084800945 9.653716936829232)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-184f,Kara,Kozah,Kozah 1,Lassa,Lasso ahodo,JEP Lassa Ahodo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Oui,MEPSTA,POINT (1.2375814020040936 9.598827195030573)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-184e,Kara,Kozah,Kozah 1,Lassa,Kagnizi,JEP Samala Bas,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Oui,MEPSTA,POINT (1.2476385330796103 9.611657675361961)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-184d,Kara,Kozah,Kozah 1,Lassa,Lassa lao,JEP Lassa Lao,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2320053992067899 9.582582044246358)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-184c,Kara,Kozah,Kozah 1,Lassa,Lassa alloum,JEP Lassa Alloum,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2342586732954692 9.605281295704312)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-184b,Kara,Kozah,Kozah 1,Lassa,Tchow,Jardin d'enfants Lassa-tchow,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.248861349276723 9.598725514574054)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-184a,Kara,Kozah,Kozah 1,Lassa,Nandade,JEP Nandade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2223127699581022 9.59055812520565)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1849,Kara,Kozah,Kozah 1,Lassa,Poyo,JEP Soumdina-haut Ga,Néant,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Oui,MEPSTA,POINT (1.2195569623323805 9.657089917502052)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1848,Kara,Kozah,Kozah 1,Lassa,Tchalimde,JEP Soumdina-haut Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Oui,MEPSTA,POINT (1.2144513644653132 9.655318845597089)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1847,Kara,Kozah,Kozah 1,Lassa,Samala haut,JEP Samala Haut,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2141030384422786 9.644017608050508)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1846,Kara,Kozah,Kozah 1,Lassa,Kaade,JEP Soumdina-haut Kaade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2029407651578534 9.662269454397846)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1845,Kara,Kozah,Kozah 1,Lassa,Houde,JEP Lassa Houde,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2060211749492893 9.642293815691096)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1844,Kara,Kozah,Kozah 1,Commune De Kara,Tchitchinida,JEP Belle Ville Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2166066453859943 9.549652200504726)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1843,Kara,Kozah,Kozah 1,Commune De Kara,Feing,JEP Lama Feing,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.213888156663805 9.566731446155924)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1842,Kara,Kozah,Kozah 1,Commune De Kara,Yeou,JEP Yeou Gb,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2147573630162236 9.55483798099069)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1841,Kara,Kozah,Kozah 1,Commune De Kara,Tchintchinda,JEP Belle Ville Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2253852437402413 9.550052333403041)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1840,Kara,Kozah,Kozah 1,Commune De Kara,Tchintchinda,JEE Tchintchinda,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2114328392837246 9.541593461589922)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-183f,Kara,Kozah,Kozah 1,Commune De Kara,Lassa elimde,JEP Lassa Elimde,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2221961135448856 9.562099586475277)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-183e,Kara,Kozah,Kozah 1,Commune De Kara,Elimde,JEC Lassa-elimde,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2241198085730742 9.569159945553327)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-183d,Kara,Kozah,Kozah 1,Commune De Kara,Lama-fein,JE Sos Kara,BP 8. KARA TOGO,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.211606103733318 9.55971562120991)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-183c,Kara,Kozah,Kozah 1,Commune De Kara,Yeou,JEP Yeou Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.214423579969106 9.554624260662312)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-183b,Kara,Kozah,Kozah 1,Commune De Kara,Soundoulow,JEP De Soundoulow,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2168863870513196 9.523313830923227)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-183a,Kara,Kozah,Kozah 1,Commune De Kara,Abouda,JEP Abouda,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2352437861360532 9.52565314897638)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1839,Kara,Kozah,Kozah 1,Commune De Kara,Atteda,JEP Atteda Ga,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2077292769996077 9.506250808944252)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1838,Kara,Kozah,Kozah 1,Commune De Kara,Soundoulow,JE CS Prive Laic All School,90946251,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kozah-Centre,Oui,MEPSTA,POINT (1.2164196306085846 9.525009828515852)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1837,Kara,Kozah,Kozah 1,Commune De Kara,Lama poude,JEP Camp General Ameyi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1804576384739363 9.575519304633344)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1836,Kara,Kozah,Kozah 1,Commune De Kara,Atteda,JEP Atteda Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2079867783062899 9.508630058005837)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1835,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Soak,JEP Tampialim Gb,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Tandjoaré,Non,MEPSTA,POINT (-0.0132113737213399 10.76425860460777)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1834,Kara,Kozah,Kozah 1,Commune De Kara,Cofac,JEE Kara-ville,BP 02 KARA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1926289571810333 9.549330181354433)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1833,Kara,Kozah,Kozah 1,Commune De Kara,Kara sud,JEP Kara Sud Ga,JEP KARA SUD 91624742,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1962357695912575 9.536848017804385)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1832,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,JEP Tomde Gb,JEP TOMDE GROUPE B 90551797,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Oui,MEPSTA,POINT (1.1997493247860338 9.552119151820992)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1831,Kara,Kozah,Kozah 1,Commune De Kara,Dogoyo,CPL St Patrick International Bilingual School JE,BP 442,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.186101764444788 9.547426829136308)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1830,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,JEP Tomde Ga,JARDIN TOMDE GROUPE A 91748523,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Oui,MEPSTA,POINT (1.1996182094570522 9.552042878266429)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-182f,Savanes,Tône,Tône 1,Pana,Panabagou,JEP Panabagou,BP180,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Tône-Est,Non,MEPSTA,POINT (0.2555267071079492 10.781569469190114)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-182e,Kara,Kozah,Kozah 1,Commune De Kara,Kpalouwayi,JEP Kpelouwayi,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.187698490691173 9.534712109545767)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-182d,Kara,Kozah,Kozah 1,Commune De Kara,Ewaou,JEP Ewaou,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1915616547980676 9.544632154871119)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-182c,Kara,Kozah,Kozah 1,Commune De Kara,Kolide,JEP Lama Kolide Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1978793351212877 9.585980837435743)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-182b,Kara,Kozah,Kozah 1,Commune De Kara,Tchitchinida,JEP Tchitchinida Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2066412476241803 9.546146253907592)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-182a,Kara,Kozah,Kozah 1,Commune De Kara,Agnaram,JEP Agnaram Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2027898938293344 9.538631227256161)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1829,Kara,Kozah,Kozah 1,Commune De Kara,Tchaloude,JEP Tchaloude Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.199448333333333 9.56536)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1828,Kara,Kozah,Kozah 1,Commune De Kara,Cofac,JEP Cofac,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1957247689956354 9.546329376117393)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1827,Kara,Kozah,Kozah 1,Commune De Kara,Kolide,JEP Lama Kolide Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1975704653984998 9.585871714719891)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1826,Kara,Kozah,Kozah 1,Commune De Kara,Kara sud,JEP Kara Sud Gb,Néant,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1965258500692095 9.537028738087773)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1825,Kara,Kozah,Kozah 1,Commune De Kara,Tchaloude,EPP Tchaloude,Néant,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1997575665338929 9.5649578592104)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1824,Kara,Kozah,Kozah 1,Commune De Kara,Tomde marché,JEP Tomde Marche Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2067895160271243 9.564384377390848)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1823,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,JEPL CS Espoir,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.203664744004233 9.557338906910369)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1822,Kara,Kozah,Kozah 1,Commune De Kara,Tchitchinida,Jardin CS Charles De Gaulle,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2031210789671472 9.546311321822936)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1821,Kara,Kozah,Kozah 1,Commune De Kara,Agnaram,JEP Eni Kara,Nsp,"{Lundi,Mardi,Mercredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.2065859475785494 9.531132287267535)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1820,Kara,Kozah,Kozah 1,Commune De Kara,Adjambissi,JEP Adjambissi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Kozah-Centre,Non,MEPSTA,POINT (1.1957666926948325 9.531339097292175)
